Index,Category_x,Name,Year,Month_only,Month-Year,Sustainedwind speeds,Deaths, Actual Dollars ,Category_y,DateImpact,Landfall,Updated
320,2,Fifteen,1881,August,"August,1881",105,0,,,,,2
321,1,Four,1881,August,"August,1881",80,,,,,,1
322,2,Nine,1881,August,"August,1881",100,14,,,,,2
323,1,Three,1881,August,"August,1881",90,0,,,,,1
330,1,Five,1882,September,"September,1882",80,0,,,,,1
331,2,Nine,1882,September,"September,1882",100,0,,,,,2
332,1,One,1882,August,"August,1882",80,0,,,,,1
333,2,Seven,1882,August,"August,1882",110,0,,,,,2
340,2,Four,1883,August,"August,1883",105,40,,,,,2
341,1,One,1883,August,"August,1883",90,0,,,,,1
344,2,Four,1884,September,"September,1884",100,0,,,,,2
345,1,One,1884,September,"September,1884",80,0,,,,,1
346,2,Six,1884,September,"September,1884",110,0,,,,,2
347,1,Three,1884,September,"September,1884",90,0,,,,,1
348,3,Unnamed,1884,September,"September,1884",120,2,,,,,3
349,3,Unnamed,1884,September,"September,1884",115,,,,,,3
350,2,Five,1885,September,"September,1885",100,0,,,,,2
351,2,Five,1885,August,"August,1885",100,0,,,,,2
352,1,Five,1885,September,"September,1885",80,0,,,,,1
353,1,Four,1885,September,"September,1885",90,4,,,,,1
354,1,One,1885,August,"August,1885",90,0,,,,,1
355,2,Seven,1885,September,"September,1885",100,0,,,,,2
356,1,Seven,1885,September,"September,1885",90,0,,,,,1
357,2,Six,1885,September,"September,1885",100,0,,,,,2
358,1,Six,1885,September,"September,1885",80,,,,,,1
359,2,Three,1885,September,"September,1885",100,0,,,,,2
380,1,Four,1886,July,"July,1886",85,,,,,,1
381,4,Indianola,1886,August,"August,1886",,,,,,,4
382,2,Two,1886,July,"July,1886",100,,,,,,2
394,3,Able,1887,November,"November,1887",120,,,,,,3
395,2,Eight,1887,October,"October,1887",100,0,,,,,2
396,1,Eighteen,1887,December,"December,1887",80,0,,,,,1
397,2,Five,1887,September,"September,1887",100,0,,,,,2
398,1,Fourteen,1887,October,"October,1887",85,0,,,,,1
399,3,Fox,1887,December,"December,1887",125,11,,,,,3
400,3,Love,1887,October,"October,1887",120,,,,,,3
401,2,Seven,1887,October,"October,1887",100,5,,,,,2
402,2,Seven,1887,November,"November,1887",,0,,,,,2
403,1,Seventeen,1887,November,"November,1887",80,0,,,,,1
404,1,Ten,1887,September,"September,1887",80,0,,,,,1
405,1,Thirteen,1887,October,"October,1887",85,,,,,,1
406,2,Two,1887,December,"December,1887",110,0,,,,,2
415,2,One,1888,September,"September,1888",100,1,"$100,000.00 ",,,,2
416,1,One,1888,June,"June,1888",80,,,,,,1
417,3,Able,1888,September,"September,1888",115,11,,,,,3
418,2,Five,1888,June,"June,1888",105,,,,,,2
419,1,Six,1888,September,"September,1888",80,,,,,,1
425,2,Five,1889,June,"June,1889",100,4,"$500,000.00 ",,,,2
426,1,Five,1889,September,"September,1889",80,0,,,,,1
427,3,Charlie,1889,September,"September,1889",120,4,,,,,3
428,3,Easy,1889,May,"May,1889",120,2,,,,,3
429,3,Fox,1889,August,"August,1889",115,,,,,,3
430,3,Jig,1889,June,"June,1889",115,,,,,,3
431,2,One,1889,September,"September,1889",100,45,,,,,2
432,1,One,1889,May,"May,1889",80,0,,,,,1
433,2,Six,1889,August,"August,1889",100,0,,,,,2
434,2,Three,1889,May,"May,1889",100,0,,,,,2
435,1,Three,1889,August,"August,1889",80,,,,,,1
436,1,Two,1889,June,"June,1889",75,,,,,,1
437,2,Four,1890,October,"October,1890",110,383,"$2,500,000.00 ",,,,2
438,1,Four,1890,October,"October,1890",90,,,,,,1
439,3,Edna,1890,October,"October,1890",115,,,,,,3
440,2,Two,1891,July,"July,1891",100,7,"$1,000,000.00 ",,,,2
441,1,Two,1891,August,"August,1891",80,0,,,,,1
442,2,Nine,1891,October,"October,1891",110,,"$200,000.00 ",,,,2
443,1,Nine,1891,October,"October,1891",85,,,,,,1
444,3,Carol,1891,August,"August,1891",115,72,,,,,3
445,3,Edna,1891,October,"October,1891",125,27,,,,,3
446,3,Florence,1891,July,"July,1891",115,,,,,,3
447,2,Four,1891,August,"August,1891",105,0,,,,,2
448,1,One,1891,July,"July,1891",90,10,,,,,1
449,3,Betsy,1892,October,"October,1892",120,36,,,,,3
450,1,Eight,1892,October,"October,1892",90,0,,,,,1
451,3,Hilda,1892,August,"August,1892",120,304,,,,,3
452,2,Seven,1892,October,"October,1892",105,0,,,,,2
453,2,Three,1892,August,"August,1892",100,0,,,,,2
454,1,Two,1892,August,"August,1892",75,,,,,,1
455,3,Audrey,1893,June,"June,1893",125,431,,,,,3
456,4,Cheniere Caminada,1893,August,"August,1893",,,,,,,4
457,1,One,1893,June,"June,1893",80,,,,,,1
458,2,Three,1893,June,"June,1893",100,0,,,,,2
467,2,Four,1897,October,"October,1897",100,57,"$9,000,000.00 ",,,,2
468,2,Four,1897,September,"September,1897",105,0,,,,,2
469,3,Ethel,1897,October,"October,1897",115,1,,,,,3
470,1,Five,1897,October,"October,1897",80,188,,,,,1
471,3,Hannah,1897,September,"September,1897",120,,,,,,3
472,1,Two,1897,September,"September,1897",85,29,,,,,1
473,3,Arlene,1898,August,"August,1898",115,,,,,,3
474,3,Beulah,1898,August,"August,1898",120,,,,,,3
475,4,Georgia,1898,,",1898",,,,,,,4
476,3,Isbell,1898,September,"September,1898",115,7,,,,,3
477,1,One,1898,August,"August,1898",80,12,,,,,1
478,2,Seven,1898,August,"August,1898",100,0,,,,,2
479,2,Six,1898,August,"August,1898",110,2,,,,,2
480,1,Three,1898,September,"September,1898",80,0,,,,,1
481,2,Two,1898,September,"September,1898",105,0,,,,,2
482,1,Two,1898,August,"August,1898",85,,,,,,1
483,4,San Ciriaco,1899,,",1899",,,,,,,4
484,4,Galveston,1900,August,"August,1900",,,,,,,4
485,2,Twelve,1901,October,"October,1901",105,198,"$10,000,000.00 ",,,,2
486,2,Two,1901,September,"September,1901",100,0,"$1,300,000.00 ",,,,2
487,1,1901 Louisiana hurricane,1901,August,"August,1901",90,,,,,,1
488,3,Alma,1901,July,"July,1901",125,93,,,,,3
489,3,Debbie,1901,August,"August,1901",120,,,,,,3
490,2,Eight,1901,August,"August,1901",110,0,,,,,2
491,3,Faith,1901,August,"August,1901",120,5,,,,,3
492,3,Francelia,1901,September,"September,1901",115,271,,,,,3
493,3,Gerda,1901,October,"October,1901",125,,,,,,3
494,1,Hurricane San Cirillo of 1901,1901,July,"July,1901",80,,,,,,1
495,1,Hurricane San Vicente of 1901,1901,September,"September,1901",80,,,,,,1
496,2,Nine,1901,August,"August,1901",105,0,,,,,2
497,2,One,1901,July,"July,1901",100,0,,,,,2
498,1,Six,1901,August,"August,1901",80,0,,,,,1
499,1,Thirteen,1901,October,"October,1901",80,0,,,,,1
500,3,Inga,1902,June,"June,1902",115,,,,,,3
501,2,Three,1902,June,"June,1902",110,0,,,,,2
502,1,Two,1902,June,"June,1902",80,,,,,,1
503,2,Three,1903,September,"September,1903",100,17,"$27,400,000.00 ",,,,2
504,2,Four,1903,November,"November,1903",100,10,"$2,000,000.00 ",,,,2
505,2,Four,1903,July,"July,1903",100,0,,,,,2
506,1,1903 Florida hurricane,1903,September,"September,1903",90,,"$500,000.00 ",,,,1
507,3,Becky,1903,November,"November,1903",115,,,,,,3
508,3,Ella,1903,July,"July,1903",125,1,,,,,3
509,3,Ellen,1903,September,"September,1903",115,,,,,,3
510,1,One,1903,July,"July,1903",80,,,,,,1
511,1,Ten,1903,November,"November,1903",80,0,,,,,1
512,2,Seven,1904,October,"October,1904",110,0,"$1,000,000.00 ",,,,2
513,1,Two,1904,September,"September,1904",80,27,"$500,000.00 ",,,,1
514,2,Six,1904,June,"June,1904",100,42,"$28,000.00 ",,,,2
515,3,Belle,1904,September,"September,1904",120,12,,,,,3
516,3,Caroline,1904,June,"June,1904",115,2,,,,,3
517,3,Eloise,1904,September,"September,1904",125,80,,,,,3
518,2,Four,1904,September,"September,1904",100,0,,,,,2
519,1,Four,1904,October,"October,1904",80,,,,,,1
520,3,Frances,1904,October,"October,1904",115,,,,,,3
521,1,One,1904,June,"June,1904",80,,,,,,1
522,2,Three,1904,September,"September,1904",105,0,,,,,2
523,1,Three,1904,September,"September,1904",80,,,,,,1
524,1,Five,1906,September,"September,1906",90,7,"$2,000,000.00 ",,,,1
525,1,Eleven,1906,November,"November,1906",80,,,,,,1
526,3,Floyd,1906,November,"November,1906",115,,,,,,3
527,2,Fourteen,1906,September,"September,1906",110,69,,,,,2
528,3,Frances,1906,September,"September,1906",115,,,,,,3
529,2,Two,1906,November,"November,1906",105,0,,,,,2
530,3,Alicia,1908,July,"July,1908",115,21,"$8,490,000,000.00 ",,,,3
531,2,Five,1908,May,"May,1908",110,21,,,,,2
532,3,Irene,1908,May,"May,1908",120,,,,,,3
533,2,One,1908,July,"July,1908",110,0,,,,,2
534,1,Three,1908,July,"July,1908",80,,,,,,1
535,1,Two,1908,May,"May,1908",75,,,,,,1
538,3,Elena,1911,August,"August,1911",125,9,"$1,300,000,000.00 ",,,,3
539,2,Two,1911,August,"August,1911",100,1,"$1,450,000.00 ",,,,2
540,1,Two,1911,August,"August,1911",80,,"$12,600.00 ",,,,1
541,1,Four,1912,September,"September,1912",90,,"$39,000.00 ",,,,1
542,2,Four,1912,September,"September,1912",110,0,,,,,2
543,3,Emily,1912,October,"October,1912",125,3,,,,,3
544,1,Five,1912,October,"October,1912",90,,,,,,1
545,3,Kate,1912,September,"September,1912",120,15,,,,,3
546,2,Two,1912,October,"October,1912",105,0,,,,,2
547,1,Four,1913,August,"August,1913",85,5,"$4,000,000.00 ",,,,1
548,2,Four,1913,June,"June,1913",110,89,,,,,2
549,2,Four,1913,October,"October,1913",110,0,,,,,2
550,1,Five,1913,October,"October,1913",75,,"$75,000.00 ",,,,1
551,2,Five,1913,August,"August,1913",105,0,,,,,2
552,3,Bob,1913,August,"August,1913",115,17,,,,,3
553,2,Eight,1913,October,"October,1913",105,0,,,,,2
554,3,Emily,1913,October,"October,1913",115,3,,,,,3
555,3,Gustav,1913,June,"June,1913",120,0,,,,,3
556,3,Marilyn,1913,October,"October,1913",115,12,,,,,3
557,1,One,1913,June,"June,1913",75,0,,,,,1
558,1,Six,1913,October,"October,1913",75,0,,,,,1
559,1,One,1915,July,"July,1915",75,,"$250,000.00 ",,,,1
560,2,One,1915,July,"July,1915",105,2,"$235,000.00 ",,,,2
561,4,Galveston,1915,August,"August,1915",,,,,,,4
562,4,New Orleans,1915,September,"September,1915",,,,,,,4
563,3,Roxanne,1915,July,"July,1915",115,29,,,,,3
564,3,Bertha,1916,August,"August,1916",115,12,,,,,3
565,1,Eight,1916,August,"August,1916",80,,,,,,1
566,2,Fifteen,1916,September,"September,1916",100,0,,,,,2
567,3,Fran,1916,September,"September,1916",120,27,,,,,3
568,2,Seven,1916,August,"August,1916",100,2,,,,,2
569,1,Ten,1916,September,"September,1916",85,0,,,,,1
570,2,Two,1918,August,"August,1918",110,35,"$7,500,000.00 ",,,,2
571,3,Isidore,1918,August,"August,1918",115,0,,,,,3
572,1,Three,1918,August,"August,1918",75,0,,,,,1
573,4,Florida Keys,1919,September,"September,1919",,,,,,,4
574,2,One,1920,September,"September,1920",100,,"$4,400,000.00 ",,,,2
575,3,Erika,1920,September,"September,1920",125,2,,,,,3
576,1,Five,1920,September,"September,1920",85,1,,,,,1
577,3,Lili,1920,September,"September,1920",115,22,,,,,3
578,2,Thirteen,1920,September,"September,1920",110,67,,,,,2
579,1,Three,1920,September,"September,1920",85,1,,,,,1
580,1,Two,1921,September,"September,1921",80,215,"$19,000,000.00 ",,,,1
581,2,Seven,1921,September,"September,1921",105,19,"$5,500,000.00 ",,,,2
582,2,Seven,1921,June,"June,1921",105,8,"$10,000.00 ",,,,2
583,3,Alberto,1921,September,"September,1921",125,0,,,,,3
584,3,Bonnie,1921,June,"June,1921",115,5,,,,,3
585,3,Erin,1921,September,"September,1921",120,,,,,,3
586,1,Four,1921,September,"September,1921",90,0,,,,,1
587,1,One,1921,June,"June,1921",90,0,,,,,1
588,4,Tampa Bay,1921,October,"October,1921",,,,,,,4
589,2,Ten,1921,September,"September,1921",100,0,,,,,2
590,2,Five,1922,September,"September,1922",105,4,"$200,000.00 ",,,,2
591,3,Felix,1922,September,"September,1922",115,,,,,,3
592,1,Three,1922,September,"September,1922",80,0,,,,,1
593,2,Fifteen,1923,October,"October,1923",105,0,,,,,2
594,1,Four,1923,September,"September,1923",80,0,,,,,1
595,3,Isidore,1923,September,"September,1923",125,22,,,,,3
596,3,Kate,1923,October,"October,1923",125,,,,,,3
597,1,Six,1923,October,"October,1923",80,0,,,,,1
598,2,Ten,1923,September,"September,1923",110,0,,,,,2
599,2,Four,1924,September,"September,1924",100,0,"$1,500,000.00 ",,,,2
600,5,Cuba,1924,October,"October,1924",165,90,,,,,5
601,3,Alex,1924,September,"September,1924",120,1,,,,,3
602,2,Eight,1924,November,"November,1924",100,0,,,,,2
603,1,Eleven,1924,November,"November,1924",80,,,,,,1
604,1,Five,1924,September,"September,1924",85,,,,,,1
605,3,Jeanne,1924,November,"November,1924",120,3037,,,,,3
606,2,Two,1925,August,"August,1925",100,7,"$10,750,000.00 ",,,,2
607,3,Maria,1925,August,"August,1925",115,3,,,,,3
608,1,One,1925,August,"August,1925",80,0,,,,,1
609,4,Miami,1926,September,"September,1926",,,,,,,4
610,4,Nassau,1926,July,"July,1926",,,,,,,4
617,2,Three,1927,September,"September,1927",100,52,"$13,000,000.00 ",,,,2
618,1,Three,1927,September,"September,1927",80,19,"$4,360,000.00 ",,,,1
619,2,Four,1927,September,"September,1927",110,7,"$4,000,000.00 ",,,,2
620,3,Beta,1927,September,"September,1927",115,9,,,,,3
621,3,Gordon,1927,September,"September,1927",120,,,,,,3
622,1,Two,1927,September,"September,1927",90,0,,,,,1
623,1,1928 Haiti hurricane,1928,August,"August,1928",90,210,"$2,000,000.00 ",,,,1
624,2,Five,1928,August,"August,1928",100,3,"$1,490,000.00 ",,,,2
625,5,San Felipe IIOkeechobee,1928,September,"September,1928",160,4000,,,,,5
626,3,Bertha,1928,September,"September,1928",125,3,,,,,3
627,3,Helene,1928,August,"August,1928",120,,,,,,3
628,2,Seven,1928,September,"September,1928",100,0,,,,,2
629,1,Six,1928,September,"September,1928",90,0,,,,,1
630,2,Eleven,1929,October,"October,1929",110,9,"$9,000,000.00 ",,,,2
631,1,One,1929,June,"June,1929",90,,"$365,000.00 ",,,,1
632,1,Five,1929,October,"October,1929",80,0,,,,,1
633,2,Four,1929,June,"June,1929",110,0,,,,,2
634,3,Fred,1929,June,"June,1929",120,,,,,,3
635,3,Karl,1929,October,"October,1929",125,22,,,,,3
638,4,San Zenón,1930,,",1930",,,,,,,4
639,2,One,1931,September,"September,1931",105,19,"$17,000,000.00 ",,,,2
640,1,Eight,1931,September,"September,1931",75,0,,,,,1
641,3,Irene,1931,September,"September,1931",120,48,,,,,3
642,2,Six,1932,August,"August,1932",100,0,"$419,000.00 ",,,,2
643,1,1932 Florida–Alabama hurricane,1932,August,"August,1932",85,,"$226,000.00 ",,,,1
644,5,Bahamas,1932,September,"September,1932",160,16,,,,,5
645,5,Camagey,1932,November,"November,1932",175,3103,,,,,5
646,3,Rina,1932,August,"August,1932",115,,,,,,3
647,4,San Ciprián,1932,,",1932",,,,,,,4
651,3,Sandy,1933,September,"September,1933",115,159,"$79,998,500,000.00 ",,,,3
652,1,Eighteen,1933,October,"October,1933",90,23,"$3,000,000.00 ",,,,1
653,2,One,1933,October,"October,1933",100,1,"$750,000.00 ",,,,2
654,1,1933 Florida–Mexico hurricane,1933,July,"July,1933",90,,"$500,000.00 ",,,,1
655,2,Nine,1933,July,"July,1933",110,0,"$300,000.00 ",,,,2
656,2,Nine,1933,September,"September,1933",100,0,,,,,2
657,5,Cuba Brownsville,1933,August,"August,1933",160,179,,,,,5
658,5,Tampico,1933,September,"September,1933",160,184,,,,,5
659,4,Chesapeake,1933,August,"August,1933",,,,,,,4
660,3,Edouard,1933,October,"October,1933",120,2,,,,,3
661,1,Fifteen,1933,September,"September,1933",75,0,,,,,1
662,3,Michael,1933,July,"July,1933",115,,,,,,3
663,4,Outer Banks,1933,September,"September,1933",,,,,,,4
664,4,Treasure Coast,1933,August,"August,1933",,,,,,,4
665,2,Six,1934,August,"August,1934",100,5,"$5,200,000.00 ",,,,2
666,2,Eleven,1934,July,"July,1934",100,5,"$2,000,000.00 ",,,,2
667,3,Danny,1934,July,"July,1934",125,,,,,,3
668,1,Five,1934,August,"August,1934",80,,,,,,1
669,2,Four,1934,July,"July,1934",100,0,,,,,2
670,3,Gaston,1934,July,"July,1934",115,,,,,,3
671,3,Otto,1934,August,"August,1934",115,23,,,,,3
672,1,Three,1934,July,"July,1934",85,,,,,,1
673,1,Two,1934,July,"July,1934",90,0,,,,,1
674,5,Labor Day,1935,September,"September,1935",185,408,,,,,5
675,1,1935 hurricane,1935,October,"October,1935",85,2150,,,,,1
676,2,Charlie,1935,October,"October,1935",110,48,,,,,2
677,3,Lee,1935,October,"October,1935",115,,,,,,3
678,3,Humberto,1936,August,"August,1936",125,2,"$25,000,000.00 ",,,,3
679,2,Eleven,1936,August,"August,1936",110,2,"$6,700,000.00 ",,,,2
680,1,Eleven,1936,August,"August,1936",80,0,,,,,1
681,2,King,1936,June,"June,1936",105,1,"$3,260,000.00 ",,,,2
682,1,Three,1936,June,"June,1936",80,,"$550,000.00 ",,,,1
683,2,One,1936,August,"August,1936",110,2,"$50,000.00 ",,,,2
684,1,Eight,1936,August,"August,1936",75,0,,,,,1
685,3,Epsilon,1936,August,"August,1936",115,1,,,,,3
686,3,Ophelia,1936,June,"June,1936",115,3,,,,,3
687,3,Zeta,1937,October,"October,1937",115,6,"$4,743,700,000.00 ",,,,3
688,2,Baker,1937,October,"October,1937",105,38,"$2,500,000.00 ",,,,2
689,1,Eleven,1937,October,"October,1937",80,0,,,,,1
690,5,New England,1938,September,"September,1938",160,682,,,,,5
691,3,Grace,1939,August,"August,1939",120,15,"$513,000,000.00 ",,,,3
692,3,Larry,1939,October,"October,1939",125,7,"$80,000,000.00 ",,,,3
693,1,Two,1939,August,"August,1939",75,0,$200.00 ,,,,1
694,2,Charlie,1939,August,"August,1939",110,0,,,,,2
695,2,George,1939,October,"October,1939",110,0,,,,,2
696,1,Six,1939,October,"October,1939",90,2,,,,,1
697,2,Item,1940,October,"October,1940",105,0,"$1,500,000.00 ",,,,2
698,1,Eight,1940,October,"October,1940",80,0,,,,,1
699,2,How,1941,September,"September,1941",100,17,"$2,000,000.00 ",,,,2
700,1,Three,1941,September,"September,1941",80,0,,,,,1
701,2,Able,1942,August,"August,1942",100,3,"$21,700,000.00 ",,,,2
702,1,Two,1942,August,"August,1942",80,0,"$790,000.00 ",,,,1
703,2,Alice,1944,September,"September,1944",110,56,"$2,000,000.00 ",,,,2
704,1,Three,1944,July,"July,1944",80,0,"$2,000,000.00 ",,,,1
705,2,Baker,1944,July,"July,1944",110,0,,,,,2
706,2,Easy,1944,July,"July,1944",105,0,,,,,2
707,1,Eight,1944,September,"September,1944",80,,,,,,1
708,4,Great Atlantic hurricane,1944,September,"September,1944",,,,,,,4
709,1,One,1944,July,"July,1944",80,0,,,,,1
710,2,Thirteen,1944,October,"October,1944",100,0,,,,,2
711,1,Twelve,1944,October,"October,1944",80,0,,,,,1
712,2,Diane,1945,October,"October,1945",105,184,"$754,000,000.00 ",,,,2
713,1,Ten,1945,October,"October,1945",90,1,,,,,1
717,2,Edith,1946,July,"July,1946",105,0,,,,,2
718,1,Two,1946,July,"July,1946",80,0,,,,,1
719,1,Three,1947,August,"August,1947",80,1,"$800,000.00 ",,,,1
720,2,Flora,1947,August,"August,1947",105,0,,,,,2
721,2,Greta,1948,November,"November,1948",100,1,"$3,580,000.00 ",,,,2
722,1,Five,1948,September,"September,1948",80,0,"$900,000.00 ",,,,1
723,2,Katie,1948,September,"September,1948",110,7,"$200,000.00 ",,,,2
724,1,Ten,1948,November,"November,1948",75,0,,,,,1
728,1,Ten,1949,September,"September,1949",80,15,"$1,012,000.00 ",,,,1
729,2,Ella,1949,September,"September,1949",110,37,"$100,000.00 ",,,,2
730,2,Ilsa,1949,October,"October,1949",110,0,,,,,2
731,1,Thirteen,1949,October,"October,1949",90,0,,,,,1
736,2,Janice,1950,October,"October,1950",100,9,"$200,000.00 ",,,,2
737,1,Love,1950,October,"October,1950",80,0,,,,,1
738,2,Edith,1951,September,"September,1951",100,10,"$46,600,000.00 ",,,,2
739,1,Dog,1951,August,"August,1951",90,7,"$3,000,000.00 ",,,,1
740,2,Daisy,1951,August,"August,1951",105,32,"$1,100,000.00 ",,,,2
741,2,Anna,1951,May,"May,1951",105,1,"$300,000.00 ",,,,2
742,1,Able,1951,May,"May,1951",90,0,,,,,1
743,4,Charlie,1951,August,"August,1951",,,,,,,4
744,2,Ella,1951,October,"October,1951",110,2,,,,,2
745,1,Jig,1951,October,"October,1951",75,0,,,,,1
746,1,Twelve,1951,September,"September,1951",80,0,,,,,1
747,4,Fox,1952,October,"October,1952",,,,,,,4
749,2,Ginny,1953,August,"August,1953",110,5,"$500,000.00 ",,,,2
751,2,Anna,1953,October,"October,1953",105,0,,,,,2
752,5,Carol,1953,September,"September,1953",160,5,,,,,5
753,1,Dolly,1953,September,"September,1953",75,0,,,,,1
754,2,Elena,1953,October,"October,1953",110,0,,,,,2
755,2,Ethel,1953,September,"September,1953",105,0,,,,,2
756,1,Gail,1953,October,"October,1953",80,0,,,,,1
757,1,Alice,1954,December,"December,1954",90,0,"$623,000.00 ",,,,1
758,2,Chloe,1954,August,"August,1954",110,14,,,,,2
759,1,Dolly,1954,August,"August,1954",85,0,,,,,1
762,1,Gladys,1955,September,"September,1955",90,0,"$500,000.00 ",,,,1
765,5,Janet,1955,September,"September,1955",175,1023,,,,,5
766,2,Laurie,1955,September,"September,1955",105,0,,,,,2
769,2,Ginger,1956,September,"September,1956",110,1,"$10,000,000.00 ",,,,2
770,1,Anna,1956,July,"July,1956",85,0,"$50,000.00 ",,,,1
771,2,Eighteen,1956,July,"July,1956",105,0,,,,,2
772,2,Betty,1957,September,"September,1957",105,0,,,,,2
773,4,Carrie,1957,September,"September,1957",,,,,,,4
774,1,Frieda,1957,September,"September,1957",85,0,,,,,1
775,2,Fifi,1958,September,"September,1958",110,8210,"$1,800,000,000.00 ",,,,2
776,1,Fifi,1958,September,"September,1958",85,0,,,,,1
778,1,Escuminac (Three),1959,June,"June,1959",85,35,"$2,500,000.00 ",,,,1
781,2,Doris,1959,June,"June,1959",110,0,,,,,2
782,2,Emmy,1959,July,"July,1959",105,68,,,,,2
783,2,Faye,1959,July,"July,1959",105,0,,,,,2
784,1,Flora,1959,September,"September,1959",75,0,,,,,1
785,2,Flossie,1959,October,"October,1959",100,0,,,,,2
786,2,Gloria,1959,September,"September,1959",105,0,,,,,2
788,1,Judith,1959,October,"October,1959",85,0,,,,,1
789,1,Abby,1960,July,"July,1960",80,6,"$640,000.00 ",,,,1
790,2,Bonnie,1960,August,"August,1960",100,0,,,,,2
791,1,Cleo,1960,August,"August,1960",85,0,,,,,1
799,2,Gloria,1960,July,"July,1960",100,0,,,,,2
800,1,Debbie,1961,September,"September,1961",90,78,"$50,000,000.00 ",,,,1
802,5,Esther,1961,September,"September,1961",160,7,,,,,5
803,5,Hattie,1961,October,"October,1961",165,319,,,,,5
804,2,Ivan,1961,September,"September,1961",105,0,,,,,2
805,2,Jeanne,1961,November,"November,1961",100,0,,,,,2
806,1,Jenny,1961,November,"November,1961",80,0,,,,,1
807,1,Alma,1962,August,"August,1962",85,1,"$1,000,000.00 ",,,,1
808,2,Gert,1962,August,"August,1962",105,0,,,,,2
809,2,Josephine,1962,November,"November,1962",105,1,,,,,2
810,1,Ten,1962,November,"November,1962",90,0,,,,,1
811,2,Dean,1963,September,"September,1963",105,0,"$8,900,000.00 ",,,,2
812,1,Debra,1963,September,"September,1963",75,0,,,,,1
813,2,Earl,1963,September,"September,1963",105,0,,,,,2
814,4,Flora,1963,October,"October,1963",,,,,,,4
815,1,Four,1963,September,"September,1963",80,0,,,,,1
818,2,Erin,1964,July,"July,1964",105,0,,,,,2
820,1,Three,1964,July,"July,1964",85,0,,,,,1
821,2,Diana,1965,September,"September,1965",100,139,"$90,700,000.00 ",,,,2
824,1,Carol,1965,September,"September,1965",90,0,,,,,1
825,1,Becky,1966,July,"July,1966",75,0,,,,,1
826,2,Bonnie,1966,July,"July,1966",110,1,,,,,2
827,1,Celia,1966,July,"July,1966",80,0,,,,,1
828,2,Charley,1966,November,"November,1966",110,0,,,,,2
829,1,Dorothy,1966,July,"July,1966",85,0,,,,,1
830,2,Grace,1966,July,"July,1966",105,0,,,,,2
832,2,Isidore,1966,July,"July,1966",100,0,,,,,2
833,1,Lois,1966,November,"November,1966",80,0,,,,,1
834,2,Erin,1967,October,"October,1967",100,13,"$700,000,000.00 ",,,,2
835,2,Gert,1967,August,"August,1967",100,116,"$170,000,000.00 ",,,,2
836,1,Doria,1967,September,"September,1967",85,3,"$150,000.00 ",,,,1
837,1,Arlene,1967,August,"August,1967",85,0,,,,,1
839,1,Fern,1967,October,"October,1967",85,3,,,,,1
840,2,Florence,1967,September,"September,1967",110,0,,,,,2
841,1,Heidi,1967,October,"October,1967",90,0,,,,,1
842,2,Humberto,1967,October,"October,1967",110,0,,,,,2
843,2,Earl,1968,August,"August,1968",100,3,"$79,000,000.00 ",,,,2
845,1,Abby,1968,June,"June,1968",75,6,"$450,000.00 ",,,,1
846,2,Danielle,1968,June,"June,1968",105,0,"$50,000.00 ",,,,2
847,1,Brenda,1968,June,"June,1968",75,0,,,,,1
848,1,Dolly,1968,August,"August,1968",80,0,,,,,1
849,2,Iris,1968,June,"June,1968",110,5,,,,,2
850,2,Jeanne,1968,October,"October,1968",105,0,,,,,2
851,2,Irene,1969,September,"September,1969",110,18,"$800,000,000.00 ",,,,2
852,2,Dennis,1969,September,"September,1969",105,4,"$157,000,000.00 ",,,,2
853,1,Martha,1969,November,"November,1969",90,5,"$30,000,000.00 ",,,,1
854,2,Jose,1969,October,"October,1969",100,3,"$5,000,000.00 ",,,,2
855,1,Blanche,1969,August,"August,1969",85,0,,,,,1
859,1,Holly,1969,September,"September,1969",85,0,,,,,1
860,2,Karl,1969,August,"August,1969",105,0,,,,,2
861,2,Michael,1969,November,"November,1969",110,0,,,,,2
862,1,Seventeen,1969,October,"October,1969",75,0,,,,,1
863,1,Ten,1969,September,"September,1969",75,0,,,,,1
864,2,Gustav,1970,October,"October,1970",100,4,"$340,000.00 ",,,,2
865,1,Alma,1970,May,"May,1970",75,8,,,,,1
867,2,Humberto,1970,May,"May,1970",105,0,,,,,2
868,1,Nineteen,1970,October,"October,1970",80,0,,,,,1
869,2,Dolly,1971,September,"September,1971",100,26,"$1,600,000,000.00 ",,,,2
870,2,Juan,1971,August,"August,1971",110,8,"$200,000,000.00 ",,,,2
872,1,Beth,1971,August,"August,1971",85,1,"$5,100,000.00 ",,,,1
873,1,Irene,1971,September,"September,1971",80,3,"$1,000,000.00 ",,,,1
874,2,Irene,1971,September,"September,1971",105,1,,,,,2
875,2,Danielle,1971,August,"August,1971",110,0,,,,,2
877,1,Two,1971,August,"August,1971",85,0,,,,,1
880,2,Ida,1972,June,"June,1972",105,4,"$11,400,000.00 ",,,,2
881,2,Alex,1972,September,"September,1972",110,52,"$1,520,000.00 ",,,,2
882,1,Dawn,1972,September,"September,1972",80,0,,,,,1
883,2,Richard,1973,August,"August,1973",100,2,"$80,000,000.00 ",,,,2
884,2,Tomas,1973,October,"October,1973",100,51,"$4,634,000.00 ",,,,2
885,1,Alice,1973,July,"July,1973",90,0,,,,,1
