,Category_x,Name,Year,Month_only,Month-Year,Sustainedwind speeds,Deaths, Actual Dollars ,Category_y,DateImpact,Landfall
766,2.0,Laurie,1955,September,"September,1955",105.0,0.0,,,,
767,1.0,Flossy,1956,September,"September,1956",90.0,15.0," $24,900,000.00 ",1,September 24,Florida
768,1.0,Flossy,1956,September,"September,1956",90.0,15.0," $24,900,000.00 ",2,September 24,Louisiana
769,2.0,Ginger,1956,September,"September,1956",110.0,1.0," $10,000,000.00 ",,,
770,1.0,Anna,1956,July,"July,1956",85.0,0.0," $50,000.00 ",,,
771,2.0,Eighteen,1956,July,"July,1956",105.0,0.0,,,,
772,2.0,Betty,1957,September,"September,1957",105.0,0.0,,,,
773,4.0,Carrie,1957,September,"September,1957",,,,,,
774,1.0,Frieda,1957,September,"September,1957",85.0,0.0,,,,
775,2.0,Fifi,1958,September,"September,1958",110.0,8210.0," $1,800,000,000.00 ",,,
776,1.0,Fifi,1958,September,"September,1958",85.0,0.0,,,,
777,4.0,Helene,1958,September,"September,1958",,,,3,September 27,North Carolina
778,1.0,Escuminac (Three),1959,June,"June,1959",85.0,35.0," $2,500,000.00 ",,,
779,1.0,Debra,1959,July,"July,1959",85.0,0.0," $700,000.00 ",1,July 25,Texas
780,1.0,Cindy,1959,July,"July,1959",75.0,6.0," $75,000.00 ",1,July 9,South Carolina
781,2.0,Doris,1959,June,"June,1959",110.0,0.0,,,,
782,2.0,Emmy,1959,July,"July,1959",105.0,68.0,,,,
783,2.0,Faye,1959,July,"July,1959",105.0,0.0,,,,
784,1.0,Flora,1959,September,"September,1959",75.0,0.0,,,,
785,2.0,Flossie,1959,October,"October,1959",100.0,0.0,,,,
786,2.0,Gloria,1959,September,"September,1959",105.0,0.0,,,,
787,4.0,Gracie,1959,September,"September,1959",,,,4,September 29,South Carolina
788,1.0,Judith,1959,October,"October,1959",85.0,0.0,,,,
789,1.0,Abby,1960,July,"July,1960",80.0,6.0," $640,000.00 ",,,
790,2.0,Bonnie,1960,August,"August,1960",100.0,0.0,,,,
791,1.0,Cleo,1960,August,"August,1960",85.0,0.0,,,,
792,4.0,Donna,1960,September,"September,1960",,,,1,September 12,Conneticut
793,4.0,Donna,1960,September,"September,1960",,,,4,September 10,Florida
794,4.0,Donna,1960,September,"September,1960",,,,1,September 12,Massachusetts
795,4.0,Donna,1960,September,"September,1960",,,,2,September 12,New York
796,4.0,Donna,1960,September,"September,1960",,,,2,September 12,North Carolina
797,4.0,Donna,1960,September,"September,1960",,,,1,September 12,Rhode Island
798,4.0,Donna,1960,September,"September,1960",,,,1,September 12,Virginia
799,2.0,Gloria,1960,July,"July,1960",100.0,0.0,,,,
800,1.0,Debbie,1961,September,"September,1961",90.0,78.0," $50,000,000.00 ",,,
801,4.0,Carla,1961,September,"September,1961",,,,4,September 11,Texas
802,5.0,Esther,1961,September,"September,1961",160.0,7.0,,,,
803,5.0,Hattie,1961,October,"October,1961",165.0,319.0,,,,
804,2.0,Ivan,1961,September,"September,1961",105.0,0.0,,,,
805,2.0,Jeanne,1961,November,"November,1961",100.0,0.0,,,,
806,1.0,Jenny,1961,November,"November,1961",80.0,0.0,,,,
807,1.0,Alma,1962,August,"August,1962",85.0,1.0," $1,000,000.00 ",,,
808,2.0,Gert,1962,August,"August,1962",105.0,0.0,,,,
809,2.0,Josephine,1962,November,"November,1962",105.0,1.0,,,,
810,1.0,Ten,1962,November,"November,1962",90.0,0.0,,,,
811,2.0,Dean,1963,September,"September,1963",105.0,0.0," $8,900,000.00 ",,,
812,1.0,Debra,1963,September,"September,1963",75.0,0.0,,,,
813,2.0,Earl,1963,September,"September,1963",105.0,0.0,,,,
814,4.0,Flora,1963,October,"October,1963",,,,,,
815,1.0,Four,1963,September,"September,1963",80.0,0.0,,,,
816,4.0,Cleo,1964,August,"August,1964",,,,2,August 27,Florida
817,4.0,Dora,1964,September,"September,1964",,,,2,September 10,Florida
818,2.0,Erin,1964,July,"July,1964",105.0,0.0,,,,
819,4.0,Hilda,1964,October,"October,1964",,,,2,October 3,Louisiana
820,1.0,Three,1964,July,"July,1964",85.0,0.0,,,,
821,2.0,Diana,1965,September,"September,1965",100.0,139.0," $90,700,000.00 ",,,
822,4.0,Betsy,1965,September,"September,1965",,,,3,September 8,Florida
823,4.0,Betsy,1965,September,"September,1965",,,,4,September 10,Louisiana
824,1.0,Carol,1965,September,"September,1965",90.0,0.0,,,,
825,1.0,Becky,1966,July,"July,1966",75.0,0.0,,,,
826,2.0,Bonnie,1966,July,"July,1966",110.0,1.0,,,,
827,1.0,Celia,1966,July,"July,1966",80.0,0.0,,,,
828,2.0,Charley,1966,November,"November,1966",110.0,0.0,,,,
829,1.0,Dorothy,1966,July,"July,1966",85.0,0.0,,,,
830,2.0,Grace,1966,July,"July,1966",105.0,0.0,,,,
831,5.0,Inez,1966,September,"September,1966",165.0,756.0,,2,October 8,Florida
832,2.0,Isidore,1966,July,"July,1966",100.0,0.0,,,,
833,1.0,Lois,1966,November,"November,1966",80.0,0.0,,,,
834,2.0,Erin,1967,October,"October,1967",100.0,13.0," $700,000,000.00 ",,,
835,2.0,Gert,1967,August,"August,1967",100.0,116.0," $170,000,000.00 ",,,
836,1.0,Doria,1967,September,"September,1967",85.0,3.0," $150,000.00 ",,,
837,1.0,Arlene,1967,August,"August,1967",85.0,0.0,,,,
838,5.0,Beulah,1967,September,"September,1967",160.0,59.0,,3,September 20,Texas
839,1.0,Fern,1967,October,"October,1967",85.0,3.0,,,,
840,2.0,Florence,1967,September,"September,1967",110.0,0.0,,,,
841,1.0,Heidi,1967,October,"October,1967",90.0,0.0,,,,
842,2.0,Humberto,1967,October,"October,1967",110.0,0.0,,,,
843,2.0,Earl,1968,August,"August,1968",100.0,3.0," $79,000,000.00 ",,,
844,1.0,Gladys,1968,October,"October,1968",85.0,11.0," $18,700,000.00 ",2,October 19,Florida
845,1.0,Abby,1968,June,"June,1968",75.0,6.0," $450,000.00 ",,,
846,2.0,Danielle,1968,June,"June,1968",105.0,0.0," $50,000.00 ",,,
847,1.0,Brenda,1968,June,"June,1968",75.0,0.0,,,,
848,1.0,Dolly,1968,August,"August,1968",80.0,0.0,,,,
849,2.0,Iris,1968,June,"June,1968",110.0,5.0,,,,
850,2.0,Jeanne,1968,October,"October,1968",105.0,0.0,,,,
851,2.0,Irene,1969,September,"September,1969",110.0,18.0," $800,000,000.00 ",,,
852,2.0,Dennis,1969,September,"September,1969",105.0,4.0," $157,000,000.00 ",,,
853,1.0,Martha,1969,November,"November,1969",90.0,5.0," $30,000,000.00 ",,,
854,2.0,Jose,1969,October,"October,1969",100.0,3.0," $5,000,000.00 ",,,
855,1.0,Blanche,1969,August,"August,1969",85.0,0.0,,,,
856,5.0,Camille,1969,August,"August,1969",175.0,259.0,,1,August 18,Alabama
857,5.0,Camille,1969,August,"August,1969",175.0,259.0,,5,August 17,Louisiana
858,5.0,Camille,1969,August,"August,1969",175.0,259.0,,5,August 18,Mississippi
859,1.0,Holly,1969,September,"September,1969",85.0,0.0,,,,
860,2.0,Karl,1969,August,"August,1969",105.0,0.0,,,,
861,2.0,Michael,1969,November,"November,1969",110.0,0.0,,,,
862,1.0,Seventeen,1969,October,"October,1969",75.0,0.0,,,,
863,1.0,Ten,1969,September,"September,1969",75.0,0.0,,,,
864,2.0,Gustav,1970,October,"October,1970",100.0,4.0," $340,000.00 ",,,
865,1.0,Alma,1970,May,"May,1970",75.0,8.0,,,,
866,4.0,Celia,1970,August,"August,1970",,,,4,August 3,Texas
867,2.0,Humberto,1970,May,"May,1970",105.0,0.0,,,,
868,1.0,Nineteen,1970,October,"October,1970",80.0,0.0,,,,
869,2.0,Dolly,1971,September,"September,1971",100.0,26.0," $1,600,000,000.00 ",,,
870,2.0,Juan,1971,August,"August,1971",110.0,8.0," $200,000,000.00 ",,,
871,1.0,Fern,1971,September,"September,1971",90.0,2.0," $30,200,000.00 ",1,September 10,Texas
872,1.0,Beth,1971,August,"August,1971",85.0,1.0," $5,100,000.00 ",,,
873,1.0,Irene,1971,September,"September,1971",80.0,3.0," $1,000,000.00 ",,,
874,2.0,Irene,1971,September,"September,1971",105.0,1.0,,,,
875,2.0,Danielle,1971,August,"August,1971",110.0,0.0,,,,
876,5.0,Edith,1971,September,"September,1971",160.0,37.0,,2,September 16,Louisiana
877,1.0,Two,1971,August,"August,1971",85.0,0.0,,,,
878,1.0,Agnes,1972,June,"June,1972",90.0,128.0," $2,100,000,000.00 ",1,June 19,Florida
879,1.0,Agnes,1972,June,"June,1972",90.0,128.0," $2,100,000,000.00 ",1,June 22,New York
880,2.0,Ida,1972,June,"June,1972",105.0,4.0," $11,400,000.00 ",,,
881,2.0,Alex,1972,September,"September,1972",110.0,52.0," $1,520,000.00 ",,,
882,1.0,Dawn,1972,September,"September,1972",80.0,0.0,,,,
883,2.0,Richard,1973,August,"August,1973",100.0,2.0," $80,000,000.00 ",,,
884,2.0,Tomas,1973,October,"October,1973",100.0,51.0," $4,634,000.00 ",,,
885,1.0,Alice,1973,July,"July,1973",90.0,0.0,,,,
886,1.0,Brenda,1973,August,"August,1973",90.0,10.0,,,,
887,1.0,Fran,1973,October,"October,1973",80.0,0.0,,,,
888,2.0,Paula,1973,July,"July,1973",105.0,1.0,,,,
889,2.0,Ernesto,1974,September,"September,1974",100.0,12.0," $252,200,000.00 ",,,
890,4.0,Carmen,1974,September,"September,1974",,,,3,September 8,Louisiana
891,1.0,Gertrude,1974,September,"September,1974",75.0,0.0,,,,
892,1.0,Blanche,1975,July,"July,1975",85.0,0.0," $6,200,000.00 ",,,
893,2.0,Gordon,1975,July,"July,1975",110.0,0.0,,,,
894,2.0,Arthur,1976,October,"October,1976",100.0,1.0," $28,600,000.00 ",,,
895,1.0,Candice,1976,August,"August,1976",90.0,0.0,,,,
896,1.0,Holly,1976,October,"October,1976",75.0,0.0,,,,
897,2.0,Kirk,1976,August,"August,1976",105.0,0.0,,,,
898,1.0,Babe,1977,September,"September,1977",75.0,0.0," $13,000,000.00 ",1,September 5,Louisiana
899,2.0,Katia,1977,September,"September,1977",105.0,3.0," $3,260,000.00 ",,,
900,5.0,Anita,1977,September,"September,1977",175.0,11.0,,,,
901,2.0,Chris,1977,September,"September,1977",105.0,1.0,,,,
902,1.0,Clara,1977,September,"September,1977",75.0,0.0,,,,
903,1.0,Dorothy,1977,September,"September,1977",85.0,0.0,,,,
904,1.0,Evelyn,1977,October,"October,1977",80.0,0.0,,,,
905,2.0,Gert,1977,September,"September,1977",110.0,2.0,,,,
906,2.0,Helene,1977,October,"October,1977",110.0,3.0,,,,
907,1.0,Kendra,1978,October,"October,1978",80.0,1.0," $6,000,000.00 ",,,
908,1.0,Cora,1978,August,"August,1978",90.0,1.0,,,,
909,4.0,Greta,1978,September,"September,1978",,,,,,
910,2.0,Jerry,1978,October,"October,1978",105.0,0.0,,,,
911,2.0,Oscar,1978,August,"August,1978",110.0,0.0,,,,
912,2.0,Sally,1979,September,"September,1979",110.0,5.0," $7,928,700,000.00 ",,,
913,2.0,Paulette,1979,July,"July,1979",105.0,1.0," $50,000,000.00 ",,,
914,1.0,Bob,1979,July,"July,1979",75.0,1.0," $20,000,000.00 ",1,September 11,Louisiana
915,5.0,David,1979,August,"August,1979",175.0,2068.0,,2,September 3,Florida
916,5.0,David,1979,August,"August,1979",175.0,2068.0,,2,September 4,Georgia
917,5.0,David,1979,August,"August,1979",175.0,2068.0,,2,September 4,South Carolina
918,4.0,Frederic,1979,September,"September,1979",,,,4,September 13,Alabama
919,4.0,Frederic,1979,September,"September,1979",,,,3,September 13,Mississippi
920,1.0,Henri,1979,September,"September,1979",85.0,0.0,,,,
921,5.0,Allen,1980,August,"August,1980",190.0,13.0," $2,012,000,000.00 ",3,August 10,Texas
922,1.0,Charley,1980,August,"August,1980",80.0,7.0,,,,
923,1.0,Earl,1980,September,"September,1980",75.0,0.0,,,,
924,1.0,Georges,1980,September,"September,1980",80.0,0.0,,,,
925,1.0,Karl,1980,November,"November,1980",85.0,0.0,,,,
926,1.0,Dennis,1981,August,"August,1981",80.0,0.0," $15,000,000.00 ",,,
927,1.0,Emily,1981,August,"August,1981",90.0,0.0,,,,
928,1.0,Katrina,1981,November,"November,1981",85.0,2.0,,,,
929,1.0,Alberto,1982,June,"June,1982",85.0,23.0," $85,000,000.00 ",,,
930,1.0,Barry,1983,August,"August,1983",80.0,0.0,,,,
931,1.0,Chantal,1983,September,"September,1983",75.0,0.0,,,,
932,1.0,Klaus,1984,November,"November,1984",90.0,2.0," $152,000,000.00 ",,,
933,4.0,Diana,1984,September,"September,1984",,,,2,September 13,North Carolina
934,1.0,Hortense,1984,September,"September,1984",75.0,0.0,,,,
935,1.0,Lili,1984,December,"December,1984",80.0,0.0,,,,
936,1.0,Juan,1985,October,"October,1985",85.0,63.0," $3,906,500,000.00 ",1,October 28,Louisiana
937,4.0,Gloria,1985,September,"September,1985",,11.0," $2,242,900,000.00 ",1,September 27,Conneticut
938,4.0,Gloria,1985,September,"September,1985",,11.0," $2,242,900,000.00 ",1,September 27,Maine
939,4.0,Gloria,1985,September,"September,1985",,11.0," $2,242,900,000.00 ",1,September 27,New Hampshire
940,4.0,Gloria,1985,September,"September,1985",,11.0," $2,242,900,000.00 ",1,September 27,New York
941,4.0,Gloria,1985,September,"September,1985",,11.0," $2,242,900,000.00 ",3,September 27,North Carolina
942,1.0,Danny,1985,August,"August,1985",90.0,5.0," $100,000,000.00 ",1,August 15,Louisiana
943,1.0,Bob,1985,July,"July,1985",75.0,5.0," $20,000,000.00 ",1,July 25,South Carolina
944,1.0,Claudette,1985,August,"August,1985",85.0,0.0,,,,
945,1.0,Bonnie,1986,June,"June,1986",85.0,5.0," $42,000,000.00 ",1,June 28,Texas
946,1.0,Charley,1986,August,"August,1986",80.0,15.0," $15,000,000.00 ",1,August 17,North Carolina
947,1.0,Frances,1986,November,"November,1986",85.0,0.0,,,,
948,1.0,Floyd,1987,October,"October,1987",75.0,1.0," $500,000.00 ",1,October 12,Florida
949,1.0,Arlene,1987,August,"August,1987",75.0,0.0," $8,000.00 ",,,
950,1.0,Florence,1988,September,"September,1988",80.0,1.0," $2,900,000.00 ",1,September 10,Louisiana
951,1.0,Debby,1988,August,"August,1988",75.0,20.0,,,,
952,5.0,Gilbert,1988,September,"September,1988",185.0,318.0,,,,
953,4.0,Joan,1988,October,"October,1988",,,,,,
954,5.0,Hugo,1989,September,"September,1989",160.0,86.0," $20,429,700,000.00 ",1,September 22,North Carolina
955,5.0,Hugo,1989,September,"September,1989",160.0,86.0," $20,429,700,000.00 ",4,September 22,South Carolina
956,1.0,Chantal,1989,July,"July,1989",80.0,13.0," $100,000,000.00 ",1,August 1,Texas
957,1.0,Jerry,1989,October,"October,1989",85.0,3.0," $70,000,000.00 ",1,October 16,Texas
958,1.0,Felix,1989,August,"August,1989",85.0,0.0,,,,
959,1.0,Bertha,1990,July,"July,1990",80.0,9.0," $3,910,000.00 ",,,
960,1.0,Klaus,1990,October,"October,1990",80.0,11.0," $1,000,000.00 ",,,
961,1.0,Josephine,1990,September,"September,1990",85.0,0.0,,,,
962,1.0,Lili,1990,October,"October,1990",75.0,0.0,,,,
963,1.0,Nana,1990,October,"October,1990",85.0,0.0,,,,
964,1.0,1991 Perfect Storm,1991,October,"October,1991",75.0,13.0," $200,000,000.00 ",,,
965,5.0,Andrew,1992,August,"August,1992",175.0,61.0," $54,270,000,000.00 ",5,August 24,Florida
966,5.0,Andrew,1992,August,"August,1992",175.0,61.0," $54,270,000,000.00 ",3,August 26,Louisiana
967,1.0,Frances,1992,October,"October,1992",85.0,0.0,,,,
968,1.0,Floyd,1993,September,"September,1993",75.0,0.0,,,,
969,1.0,Harvey,1993,September,"September,1993",75.0,0.0,,,,
970,1.0,Gordon,1994,November,"November,1994",85.0,1152.0," $594,000,000.00 ",,,
971,1.0,Chris,1994,August,"August,1994",80.0,0.0,,,,
972,4.0,Opal,1995,October,"October,1995",,27.0," $8,674,700,000.00 ",1,October 4,Alabama
973,4.0,Opal,1995,October,"October,1995",,27.0," $8,674,700,000.00 ",3,October 4,Florida
974,1.0,Allison,1995,June,"June,1995",75.0,1.0," $1,700,000.00 ",,,
975,4.0,Luis,1995,September,"September,1995",,,,,,
976,1.0,Noel,1995,September,"September,1995",75.0,0.0,,,,
977,1.0,Tanya,1995,October,"October,1995",85.0,1.0,,,,
978,1.0,Marco,1996,November,"November,1996",75.0,13.0," $3,885,000,000.00 ",,,
979,1.0,Cesar,1996,July,"July,1996",85.0,113.0," $203,000,000.00 ",,,
980,1.0,Dolly,1996,August,"August,1996",80.0,14.0,,,,
981,4.0,Hortense,1996,September,"September,1996",,,,,,
982,1.0,Danny,1997,July,"July,1997",80.0,9.0," $100,000,000.00 ",1,July 19,Alabama
983,1.0,Danny,1997,July,"July,1997",80.0,9.0," $100,000,000.00 ",1,July 18,Louisiana
984,1.0,Bill,1997,July,"July,1997",75.0,0.0,,,,
985,4.0,Georges,1998,September,"September,1998",,16.0," $10,353,200,000.00 ",2,September 25,Florida
986,4.0,Georges,1998,September,"September,1998",,16.0," $10,353,200,000.00 ",2,September 29,Mississippi
987,1.0,Ivan,1998,September,"September,1998",90.0,0.0,,,,
988,1.0,Lisa,1998,October,"October,1998",75.0,0.0,,,,
989,5.0,Mitch,1998,October,"October,1998",180.0,19325.0,,,,
990,1.0,Nicole,1998,November,"November,1998",85.0,0.0,,,,
991,4.0,Floyd,1999,September,"September,1999",,77.0," $10,969,900,000.00 ",2,September 16,North Carolina
992,4.0,Bret,1999,August,"August,1999",,,,3,August 23,Texas
993,4.0,Lenny,1999,November,"November,1999",,,,,,
994,1.0,Gordon,2000,September,"September,2000",80.0,26.0," $10,800,000.00 ",,,
995,1.0,Debby,2000,August,"August,2000",85.0,1.0," $7,350,000.00 ",,,
996,1.0,Florence,2000,September,"September,2000",80.0,3.0,,,,
997,1.0,Joyce,2000,September,"September,2000",90.0,0.0,,,,
998,4.0,Keith,2000,October,"October,2000",,,,,,
999,1.0,Gabrielle,2001,September,"September,2001",80.0,3.0," $230,000,000.00 ",,,
1000,1.0,Karen,2001,October,"October,2001",80.0,0.0," $1,400,000.00 ",,,
1001,4.0,Iris,2001,October,"October,2001",,,,,,
1002,4.0,Michelle,2001,November,"November,2001",,,,,,
1003,1.0,Noel,2001,November,"November,2001",75.0,0.0,,,,
1004,1.0,Olga,2001,November,"November,2001",90.0,0.0,,,,
1005,4.0,Lili,2002,October,"October,2002",,2.0," $1,734,100,000.00 ",1,October 3,Louisiana
1006,1.0,Kyle,2002,September,"September,2002",85.0,1.0," $5,000,000.00 ",,,
1007,5.0,Isabel,2003,September,"September,2003",165.0,55.0," $8,390,600,000.00 ",2,September 18,North Carolina
1008,5.0,Isabel,2003,September,"September,2003",165.0,55.0," $8,390,600,000.00 ",1,September 19,Virginia
1009,1.0,Claudette,2003,July,"July,2003",90.0,3.0," $181,000,000.00 ",1,July 15,Texas
1010,1.0,Erika,2003,August,"August,2003",75.0,2.0," $100,000.00 ",,,
1011,1.0,Danny,2003,July,"July,2003",75.0,0.0,,,,
1012,5.0,Ivan,2004,September,"September,2004",165.0,57.0," $30,545,800,000.00 ",3,September 16,Alabama
1013,5.0,Ivan,2004,September,"September,2004",165.0,57.0," $30,545,800,000.00 ",3,September 16,Florida
1014,4.0,Frances,2004,September,"September,2004",,48.0," $14,601,900,000.00 ",2,September 5,Florida
1015,4.0,Charley,2004,August,"August,2004",,35.0," $2,399,300,000.00 ",4,August 13,Florida
1016,4.0,Charley,2004,August,"August,2004",,35.0," $2,399,300,000.00 ",1,August 14,North Carolina
1017,4.0,Charley,2004,August,"August,2004",,35.0," $2,399,300,000.00 ",1,August 14,South Carolina
1018,1.0,Gaston,2004,August,"August,2004",75.0,9.0," $130,000,000.00 ",1,August 29,South Carolina
1019,1.0,Lisa,2004,September,"September,2004",75.0,0.0,,,,
1020,5.0,Katrina,2005,August,"August,2005",175.0,1833.0," $180,042,400,000.00 ",1,August 29,Alabama
1021,5.0,Katrina,2005,August,"August,2005",175.0,1833.0," $180,042,400,000.00 ",1,August 25,Florida
1022,5.0,Katrina,2005,August,"August,2005",175.0,1833.0," $180,042,400,000.00 ",3,August 29,Louisiana
1023,5.0,Katrina,2005,August,"August,2005",175.0,1833.0," $180,042,400,000.00 ",3,August 29,Mississippi
1024,5.0,Wilma,2005,October,"October,2005",185.0,35.0," $26,980,000,000.00 ",3,October 24,Florida
1025,5.0,Rita,2005,September,"September,2005",180.0,119.0," $26,455,100,000.00 ",1,September 20,Florida
1026,5.0,Rita,2005,September,"September,2005",180.0,119.0," $26,455,100,000.00 ",3,September 24,Louisiana
1027,5.0,Rita,2005,September,"September,2005",180.0,119.0," $26,455,100,000.00 ",2,September 24,Texas
1028,1.0,Stan,2005,October,"October,2005",80.0,1668.0," $3,960,000,000.00 ",,,
1029,4.0,Dennis,2005,July,"July,2005",,15.0," $3,617,800,000.00 ",1,July 10,Alabama
1030,4.0,Dennis,2005,July,"July,2005",,15.0," $3,617,800,000.00 ",3,July 10,Florida
1031,1.0,Cindy,2005,July,"July,2005",75.0,3.0," $320,000,000.00 ",1,July 6,Louisiana
1032,1.0,Ophelia,2005,September,"September,2005",85.0,3.0," $70,000,000.00 ",1,September 14,North Carolina
1033,5.0,Emily,2005,July,"July,2005",160.0,17.0,,,,
1034,1.0,Epsilon,2005,November,"November,2005",85.0,0.0,,,,
1035,1.0,Nate,2005,September,"September,2005",90.0,2.0,,,,
1036,1.0,Philippe,2005,September,"September,2005",80.0,0.0,,,,
1037,1.0,Vince,2005,October,"October,2005",75.0,0.0,,,,
1038,1.0,Ernesto,2006,August,"August,2006",75.0,11.0," $500,000,000.00 ",,,
1039,1.0,Florence,2006,September,"September,2006",90.0,0.0," $20,000.00 ",,,
1040,1.0,Isaac,2006,September,"September,2006",85.0,0.0,,,,
1041,1.0,Noel,2007,October,"October,2007",80.0,222.0," $580,000,000.00 ",,,
1042,1.0,Lorenzo,2007,September,"September,2007",80.0,6.0," $92,000,000.00 ",,,
1043,1.0,Humberto,2007,September,"September,2007",90.0,1.0," $50,000,000.00 ",1,September 13,Louisiana
1044,1.0,Humberto,2007,September,"September,2007",90.0,1.0," $50,000,000.00 ",1,September 13,Texas
1045,5.0,Dean,2007,August,"August,2007",175.0,45.0,,,,
1046,5.0,Felix,2007,September,"September,2007",175.0,133.0,,,,
1047,1.0,Karen,2007,September,"September,2007",75.0,0.0,,,,
1048,4.0,Ike,2008,September,"September,2008",,112.0," $38,998,400,000.00 ",2,September 13,Texas
1049,4.0,Gustav,2008,August,"August,2008",,53.0," $7,736,100,000.00 ",2,September 1,Louisiana
1050,1.0,Hanna,2008,August,"August,2008",85.0,537.0," $160,000,000.00 ",,,
1051,1.0,Kyle,2008,September,"September,2008",85.0,8.0," $57,000,000.00 ",,,
1052,4.0,Paloma,2008,November,"November,2008",,,,,,
1053,4.0,Bill,2009,August,"August,2009",,,,,,
1054,4.0,Earl,2010,August,"August,2010",,,,,,
1055,4.0,Igor,2010,September,"September,2010",,,,,,
1056,1.0,Lisa,2010,September,"September,2010",85.0,0.0,,,,
1057,1.0,Otto,2010,October,"October,2010",85.0,0.0,,,,
1058,1.0,Shary,2010,October,"October,2010",75.0,0.0,,,,
1059,1.0,Maria,2011,September,"September,2011",80.0,0.0,,,,
1060,1.0,Nate,2011,September,"September,2011",75.0,5.0,,,,
1061,1.0,Philippe,2011,September,"September,2011",90.0,0.0,,,,
1062,1.0,Isaac,2012,August,"August,2012",80.0,9.0," $3,399,100,000.00 ",1,August 28,Louisiana
1063,1.0,Chris,2012,June,"June,2012",85.0,0.0,,,,
1064,1.0,Leslie,2012,August,"August,2012",80.0,0.0,,,,
1065,1.0,Nadine,2012,September,"September,2012",90.0,0.0,,,,
1066,1.0,Humberto,2013,September,"September,2013",90.0,0.0,,,,
1067,1.0,Ingrid,2013,September,"September,2013",85.0,32.0,,,,
1068,1.0,Bertha,2014,August,"August,2014",80.0,0.0,,,,
1069,1.0,Cristobal,2014,August,"August,2014",85.0,7.0,,,,
1070,1.0,Fay,2014,October,"October,2014",80.0,0.0,,,,
1071,4.0,Gonzalo,2014,October,"October,2014",,,,,,
1072,1.0,Fred,2015,August,"August,2015",85.0,9.0,,,,
1073,4.0,Joaquin,2015,October,"October,2015",,,,,,
1074,1.0,Kate,2015,November,"November,2015",85.0,0.0,,,,
1075,5.0,Matthew,2016,October,"October,2016",165.0,49.0," $11,700,000,000.00 ",2,October 7,Florida
1076,5.0,Matthew,2016,October,"October,2016",165.0,49.0," $11,700,000,000.00 ",1,October 8,Georgia
1077,5.0,Matthew,2016,October,"October,2016",165.0,49.0," $11,700,000,000.00 ",1,October 8,North Carolina
1078,5.0,Matthew,2016,October,"October,2016",165.0,49.0," $11,700,000,000.00 ",1,October 8,South Carolina
1079,1.0,Alex,2016,January,"January,2016",85.0,1.0,,,,
1080,1.0,Earl,2016,August,"August,2016",85.0,94.0,,,,
1081,1.0,Hermine,2016,August,"August,2016",80.0,5.0,,1,September 2,Florida
1082,4.0,Harvey,2017,August,"August,2017",,89.0," $143,750,000,000.00 ",4,August 26,Texas
1083,5.0,Maria,2017,September,"September,2017",175.0,2981.0," $103,500,000,000.00 ",,,
1084,5.0,Irma,2017,September,"September,2017",180.0,97.0," $57,500,000,000.00 ",4,September 10,Florida
1085,1.0,Franklin,2017,August,"August,2017",85.0,0.0,,,,
1086,1.0,Nate,2017,October,"October,2017",90.0,48.0,,1,October 7,Louisiana
1087,1.0,Nate,2017,October,"October,2017",90.0,48.0,,1,October 8,Mississippi
1088,5.0,Michael,2018,October,"October,2018",160.0,49.0," $27,972,000,000.00 ",1,October 10,Alabama
1089,5.0,Michael,2018,October,"October,2018",160.0,49.0," $27,972,000,000.00 ",5,October 10,Florida
1090,5.0,Michael,2018,October,"October,2018",160.0,49.0," $27,972,000,000.00 ",2,October 10,Georgia
1091,4.0,Florence,2018,September,"September,2018",,53.0," $26,880,000,000.00 ",1,September 14,North Carolina
1092,1.0,Beryl,2018,July,"July,2018",80.0,0.0,,,,
1093,1.0,Isaac,2018,September,"September,2018",75.0,0.0,,,,
1094,1.0,Leslie,2018,September,"September,2018",90.0,17.0,,,,
1095,5.0,Dorian,2019,September,"September,2019",185.0,10.0," $1,787,100,000.00 ",2,September 6,North Carolina
1096,1.0,Barry,2019,July,"July,2019",75.0,1.0,,1,July 13,Louisiana
1097,5.0,Lorenzo,2019,September,"September,2019",160.0,19.0,,,,
1098,1.0,Pablo,2019,October,"October,2019",80.0,0.0,,,,
1099,4.0,Laura,2020,August,"August,2020",,42.0," $25,304,500,000.00 ",4,August 27,Louisiana
1100,4.0,Laura,2020,August,"August,2020",,42.0," $25,304,500,000.00 ",1,August 27,Texas
1101,1.0,Isaias,2020,July,"July,2020",90.0,16.0," $5,185,200,000.00 ",1,August 4,North Carolina
1102,1.0,Isaias,2020,July,"July,2020",90.0,16.0," $5,185,200,000.00 ",1,August 4,South Carolina
1103,4.0,Delta,2020,October,"October,2020",,5.0," $3,125,300,000.00 ",2,October 9,Louisiana
1104,1.0,Hanna,2020,July,"July,2020",90.0,0.0," $1,171,800,000.00 ",1,July 25,Texas
1105,4.0,Eta,2020,November,"November,2020",,,,,,
1106,1.0,Gamma,2020,October,"October,2020",75.0,6.0,,,,
1107,4.0,Iota,2020,November,"November,2020",,,,,,
1108,1.0,Marco,2020,August,"August,2020",75.0,1.0,,,,
1109,1.0,Nana,2020,September,"September,2020",75.0,0.0,,,,
1110,1.0,Nicholas,2021,September,"September,2021",75.0,0.0," $1,056,600,000.00 ",1,September 14,Texas
1111,4.0,Ida,2021,August,"August,2021",105.0,96.0,#REF!,4,August 29,Louisiana
